Number,ID,Created At,Text,Sentiment,Likes
1162,1.82E+18,Sun Jul 28 10:46:52 +0000 2024,"#Budget2024

This is a truncated Budget and not the Budget for the entire year... There have been many important policy statements that have come out of this Budget: ＠RajatSethi86

The Budget that was presented was nothing but a bribe given to its alliance partners to keep the https://t.co/1RA9YMC6IG",1,6
1163,1.82E+18,Sun Jul 28 10:46:34 +0000 2024,"Well Said @raghav_chadha

In India a middle class works 15 days in a month for government and 15 days for survival.

#Budget2024 #AamAadmiParty #Raghavchadha",-1,0
1164,1.82E+18,Sun Jul 28 10:44:36 +0000 2024,"Hey Middle Class. You’ll are all Govt servants, without job security. You work for us. 

~~ Nirmala Sitharaman 

ऐसे ही बोल दिया होता 

#budget2024 #nirmalasitaraman",-1,1
1165,1.82E+18,Sun Jul 28 10:43:00 +0000 2024,"#Budget2024

The #Congress party is complaining that most aspects of the Budget have been taken from their manifesto. They need to make up their minds: if the manifesto was good, then the Budget is good, and vice versa: Deepak Reddy, TDP

Watch as ＠rnhd responds. 

Watch https://t.co/2ooq0E9d1q",0,6
1167,1.82E+18,Sun Jul 28 10:39:40 +0000 2024,"@pushpendrakum This is called audacity and Dictatorship @nsitharaman  soon you will get answer from the middle class , we will change your body language soon #bycottbjp #TaxUpdates #Budget2024 #BudgetReactions #TaxRegime",-1,2
1169,1.82E+18,Sun Jul 28 10:35:14 +0000 2024,"AI Fell Silent Amid the Union Budget 2024 Buzz According to IndiaAIMission, the Union government has allocated Rs 551.75 crore to the AI Mission.

Read more - https://t.co/0s3KX8KJly https://t.co/6IO15de9e9",1,2
1170,1.82E+18,Sun Jul 28 10:32:36 +0000 2024,"I calculated my tax after implementation of the new TAX SLABS in the latest budget &amp; found out, I am saving almost ₹12000.

Thank you @nsitharaman ji. Thank you @narendramodi ji. 

#ModiGovt 
#NDA #BJPAgain #Budget2024",1,0
1171,1.82E+18,Sun Jul 28 10:32:24 +0000 2024,Union Budget 2024-25. Small serving many plates. Credit: The Hindu Newspaper https://t.co/Jg2gzwcQjZ,1,0
1173,1.82E+18,Sun Jul 28 10:31:42 +0000 2024,"Union Budget 2024: Opposition's Allegations of Discrimination Baseless, Stems From Frustration, Says Union Minister Union Minister Virendra Kumar
https://t.co/Z28ANXhRUo #UnionBudget24 #UnionBudget #VirendraKumar",0,0
1174,1.82E+18,Sun Jul 28 10:26:08 +0000 2024,"#RaoIAS
#Budget2024 
This is condition of India's National capital Delhi.
It is shame for our country in which,we pay taxes like england and get services worse than somalia.
Shame https://t.co/lhipJIUpka",-1,2
1175,1.82E+18,Sun Jul 28 10:19:35 +0000 2024,"Tax clearance certificate to fly abroad not mandatory for all, government clarifies

Read @ANI Story |   https://t.co/G9BU8yBAA6
#TaxClearanceCertificate #Budget2024 https://t.co/022EsqfIF1",0,34
1179,1.82E+18,Sun Jul 28 10:15:00 +0000 2024,"With respect to #taxproposals, #UnionBudget2024 insinuates a strong commitment towards rationalising the #taxation ecosystem, reducing uncertainty and enhancing the country's position as an attractive #investmentjurisdiction: Naveen Aggarwal, @KPMGIndia https://t.co/lQDThxrMyo https://t.co/OD3foyDx4n",1,0
1181,1.82E+18,Sun Jul 28 10:14:36 +0000 2024,"@nsitharaman  #BJP Government need to allocate sufficient funds in the #Budget2024 to the Micro, Small and Medium-Scale #Enterprises (MSMEs) sector
https://t.co/ttjGFD78Wk",0,0
1183,1.82E+18,Sun Jul 28 10:12:24 +0000 2024,"Why are customs on Rare Earth elements exempted in the #Budget2024 ?
That was the thing to preserve right? Again a Modi master stroke incoming?",0,0
1187,1.82E+18,Sun Jul 28 10:04:28 +0000 2024,"Dear @nsitharaman , #Budget2024 might have new tax slabs, but I'm still stuck in the waiting lounge for my #GoFirstRefund. Middle-class dreams grounded, yet no bailout for us. Any help here? 🚀💸 #MiddleClassWoes #RefundPlease @BandBajaateRaho @jagograhakjago @GoFirstairways",-1,1
1188,1.82E+18,Sun Jul 28 10:01:41 +0000 2024,"“We pay taxes like England, To get service like Somalia” #Tax #Budget #UnionBudget2024 #Budget2024
https://t.co/wZp5G7uwus",-1,0
1189,1.82E+18,Sun Jul 28 10:01:15 +0000 2024,"Sir, Trolls are happy to troll u after getting payment from BJP IT cell but they will not question their master for taking support from #DMK for their own politics and benefits. U can’t criticise them for taking support from #DMK but they can bully u for questioning #Budget2024",-1,0
1190,1.82E+18,Sun Jul 28 09:58:40 +0000 2024,"Budget 2024-25 removes angel tax, boosting investment for startups. Customs duty on gold/silver reduced, benefiting artisans and promoting exports.

#budget2024 #startups #angeltax #tax #angelinvestors #investment #economy #gold #exports #insightspoint https://t.co/Cwzp89vMmA",1,3
1191,1.82E+18,Sun Jul 28 09:54:59 +0000 2024,"Finance Ministery has reduced the basic customs duty on mobile phones, chargers, and some components as part of the Union #Budget 2024, addressing a major demand from the electronics manufacturing industry. Currently, imported smartphones sold in India are subject to 18% #GST and https://t.co/bsrO5XwQjm",1,2
1192,1.82E+18,Sun Jul 28 09:54:27 +0000 2024,"I feel sorry for Nirmala, she is the most hated personality in the current scenario. How is she managing all this 😅. How is she managing her composure and mental health? #Budget2024 #NirmalaSitharaman",0,0
1196,1.82E+18,Sun Jul 28 09:46:18 +0000 2024,"Tax par Tax par tax.
#Budget2024 #BudgetReactions #FinanceMinister #NirmalaSitharaman #ceremoniedouverture #openingsceremonie",-1,0
1197,1.82E+18,Sun Jul 28 09:41:32 +0000 2024,"The budget highlights India's next leap forward – empowering the very nucleus of the nation – Indian citizens."" - Krishnendu Chatterjee, VP and Business Head, TeamLease.

#Budget2024 #BudgetReaction #PuttingIndiaToWork #JobsInIndia #ContractStaffing #JobCreation #Employability https://t.co/1vQ1mMrWcg",1,0
1198,1.82E+18,Sun Jul 28 09:38:41 +0000 2024,"The Union Budget 2024-25 commits to Promoting Investment, Employment &amp; Social Security with substantial initiatives.

#Budget2024 #BudgetForViksitBharat #NSSIndia #budgetforyouth #yuva #YouthDevelopment

@YASMinistry @mansukhmandviya
@khadseraksha @meetarajiv @askabir_ https://t.co/xgmqJnmV6b",1,2
1199,1.82E+18,Sun Jul 28 09:35:46 +0000 2024,"Grateful to the #IndianArmy, #LG,and #DistrictAdministration for the #2024Budget's focus on #Keran. Excited to see Keran being developed and promoted for #bordertourism. The people of Keran thank everyone for this positive change! #Keran #Budget2024 #BorderTourism #Development https://t.co/bsoZIdge0h",1,4
1202,1.82E+18,Sun Jul 28 09:34:39 +0000 2024,"The Union Budget 2024-25 commits to Powering Innovation, Research &amp; Development with substantial initiatives.

#Budget2024 #BudgetForViksitBharat #NSSIndia #budgetforyouth #yuva #YouthDevelopment

@YASMinistry @mansukhmandviya
@khadseraksha @meetarajiv  @_NSSIndia @askabir_ https://t.co/GgMWJV014W",1,2
1204,1.82E+18,Sun Jul 28 09:30:07 +0000 2024,"#Budget2024
5% tax hike on short-term capital gains can not be tolerated 😡
#NirmalaSitharaman #nse #nifty50 #BJP #NDA #NDABudget #BudgetReactions #NiftyBank #StockMarket #stockmarketsindia #inflation #stcg https://t.co/bmLhpGDPdT",-1,0
1211,1.82E+18,Sun Jul 28 09:23:19 +0000 2024,@narendramodi Sir! Janta loves you till date but This budget will backfire you for sure..Only 3% ppl paying https://t.co/8F7PBW8cuf 10 yrs still base is same ..There is no population control bill..You can expect more UP result in future. It is sad to see this situation. #Budget2024 #Bjp,-1,1
1214,1.82E+18,Sun Jul 28 09:18:16 +0000 2024,"The Union Budget 2024-25 commits to Promoting Investment, Employment &amp; Social Security with substantial initiatives. @_NSSIndia
@YASMinistry
#Budget2024 #BudgetForViksitBharat #NSSIndia #budgetforyouth #yuva #YouthDevelopment https://t.co/7IDq5ocbJU",1,2
1217,1.82E+18,Sun Jul 28 09:11:26 +0000 2024,"@DerekJGrossman India is already rising without the help of south asian countries like Bangladesh, Bhutan, Pakistan, Nepal, and Sri Lanka, Afghanistan and Maldives.

Actually, India has been giving aid to all these countries for the last several years. 

For example Check the Indian #Budget2024",1,1
1219,1.82E+18,Sun Jul 28 09:05:45 +0000 2024,"2024 Budget's focus on Keran: Excited to see Keran being developed and promoted for border tourism. We Must also promote Teetwal Karnah, another border district. The Sharda temple has also been recently built.

@nsitharaman
@OfficeOfLGJandK
#Devlopment #Budget2024 https://t.co/bJbNLBkCkT",1,5
1221,1.82E+18,Sun Jul 28 09:00:22 +0000 2024,"Habibi welcome to India, We have Taxes of Europe &amp; Facilities of Pakistan. #Budget2024 #BudgetForViksitBharat",-1,0
1225,1.82E+18,Sun Jul 28 08:54:00 +0000 2024,"#Openomics2024: Given the political climate, especially after the general election, it was speculated that a degree of populist spending would be undertaken by the Modi government. Nothing of that kind happened, writes @curbset #Budget2024 https://t.co/AwNsiXoCqk https://t.co/Y5ZFVvJ6G6",-1,1
1227,1.82E+18,Sun Jul 28 08:51:19 +0000 2024,"Different asset class carries different risk &amp; return, so how can we have same tax treatment for all asset classes? #budget2024 #NirmalaSitharaman",-1,0
1231,1.82E+18,Sun Jul 28 08:39:54 +0000 2024,"#budget2024 By overtaxing the middle class salaried person to the hilt  BJP has left him desolate and hopeless 
I am now done with BJP 
 For me to see the dream of Hindu Rashtra I need to live 
Current  taxes are suffocating  me to death 
So tata bye bye BJP",-1,0
1232,1.82E+18,Sun Jul 28 08:39:26 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 focuses on GYAN—Garib, Yuva, Annadata, and Nari—for holistic development. The PM Garib Kalyan Anna Yojana has been extended for five years, benefiting millions!
via NaMo App",1,0
1233,1.82E+18,Sun Jul 28 08:36:53 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25: Accelerated Infrastructure Growth.
via NaMo App",1,0
1234,1.82E+18,Sun Jul 28 08:34:40 +0000 2024,"🌍 Tourism thrives with ₹8,000 crore for promoting heritage sites and eco-tourism, boosting the hospitality industry. #IncredibleIndia #Tourism #Budget2024",1,1
1235,1.82E+18,Sun Jul 28 08:34:32 +0000 2024,"🏦 Banking reforms continue with ₹15,000 crore for PSU bank recapitalization and digitization of banking services. #BankingReforms #Budget2024",1,0
1236,1.82E+18,Sun Jul 28 08:34:22 +0000 2024,"📈 Taxpayers get relief! Income tax rebate limit raised to ₹7 lakh, benefiting middle-class families. #TaxRelief #Budget2024",1,0
1237,1.82E+18,Sun Jul 28 08:34:21 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 focuses on expanding industrial infrastructure by developing new industrial parks in around 100 cities. Additionally, 12 industrial parks have been approved under the National Industrial Corridor Development Programme. 
via NaMo App",1,0
1238,1.82E+18,Sun Jul 28 08:34:11 +0000 2024,"🧑‍🏫 Women and child development see ₹30,000 crore, enhancing nutrition programs and maternal health. #WomenEmpowerment #Budget2024",1,0
1240,1.82E+18,Sun Jul 28 08:34:01 +0000 2024,"🌊 Blue Economy sails ahead with ₹10,000 crore for sustainable fisheries and coastal community development. #BlueEconomy #Budget2024",1,0
1241,1.82E+18,Sun Jul 28 08:33:54 +0000 2024,"🚄 Railways revolutionize with ₹2.4 lakh crore, improving connectivity and passenger amenities. New Vande Bharat trains on the way! #RailwayBudget #Budget2024",1,2
1242,1.82E+18,Sun Jul 28 08:33:44 +0000 2024,🌐 Digital India expands with ₹1.5 lakh crore for rural internet access and cybersecurity. Bridging the digital divide! #DigitalIndia #Tech #Budget2024,1,1
1244,1.82E+18,Sun Jul 28 08:33:27 +0000 2024,"🛡️ Defense budget reaches a record ₹5.94 lakh crore, ensuring modernized armed forces and enhanced security. #StrongIndia #Defense #Budget2024",1,0
1245,1.82E+18,Sun Jul 28 08:33:12 +0000 2024,"💡 Innovation thrives with ₹20,000 crore for research institutes and startups, plus tax holidays for new businesses. #InnovationIndia #Startups #Budget2024",1,0
1246,1.82E+18,Sun Jul 28 08:33:02 +0000 2024,"🚜 MSMEs get a significant lift with ₹50,000 crore for credit access and tech upgrades, driving job creation and innovation. #SupportSmallBiz #MSME #Budget2024",1,0
1247,1.82E+18,Sun Jul 28 08:32:52 +0000 2024,"🏡 Affordable housing surges with ₹79,000 crore for PM Awas Yojana, aiming to build 80 lakh houses by 2025. #HousingForAll #UrbanDevelopment #Budget2024",1,0
1248,1.82E+18,Sun Jul 28 08:32:42 +0000 2024,"🌿 Green initiatives shine with ₹35,000 crore for renewable energy and climate resilience projects. Solar and wind energy to power more homes! #GreenIndia #ClimateAction #Budget2024",1,0
1249,1.82E+18,Sun Jul 28 08:32:33 +0000 2024,"📚 Education is the future! ₹1.12 lakh crore for digital learning and skill development programs, plus 50 new Kendriya Vidyalayas. #EducationForAll #SkillIndia #Budget2024",1,0
1250,1.82E+18,Sun Jul 28 08:32:10 +0000 2024,🏥 Healthcare triumphs with ₹2.23 lakh crore allocated. Major expansion of the PM Jan Arogya Yojana and new AIIMS in every state! #HealthyIndia #Healthcare #Budget2024,1,0
1251,1.82E+18,Sun Jul 28 08:32:09 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 extends the services of the Centre for Processing Accelerated Corporate Exit to facilitate the voluntary closure of LLPs. 
via NaMo App",0,0
1252,1.82E+18,Sun Jul 28 08:31:36 +0000 2024,"🚀 Infrastructure gets a historic boost with ₹10 lakh crore allocation, a 33% increase from last year. Expect new highways, airports, and smart cities! #InfraBoost #Budget2024",,0
1254,1.82E+18,Sun Jul 28 08:30:03 +0000 2024,This time the reactions to #budget are not normal. @BJP4India must take a note. There is palpable disappointment &amp; anger. Hard core supporters in middle class who’ve voted #BJP for ages are angry &amp; feeling betrayed. Why’d BJP take such a step - beyond understanding. #Budget2024,-1,0
1256,1.82E+18,Sun Jul 28 08:28:33 +0000 2024,"#UnionBudget2024 why doiubke taxes for salaried employees ? TDS  axes 20%  to 30% of their income. And with what is left, they have to pay 18% GST on everything they buy.  So on a whole 48% of income is taken by the Government.  Is this fair???? #india",-1,0
1257,1.82E+18,Sun Jul 28 08:26:59 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 extends the services of the Centre for Processing Accelerated Corporate Exit to facilitate the voluntary closure of LLPs.
via NaMo App",0,1
1258,1.82E+18,Sun Jul 28 08:22:21 +0000 2024,"‘Madhya Pradesh Has Modi in Its Heart’: BJP Leader VD Sharma Lauds PM Narendra Modi for INR 11 Lakh Crore Allocation to State in Union Budget 2024 (Watch Video)

https://t.co/rxlDmoEQ4C

@vdsharmabjp @narendramodi @BJP4MP

#MadhyaPradesh #BJP #VDSharma #PMNarendraModi",1,0
1260,1.82E+18,Sun Jul 28 08:19:59 +0000 2024,"By announcing a cut in gold customs duty in the Union Budget 2024, gold prices tumbled over five percent, wiping off over Rs 10.7 lakh crore in value in a single day. When compared to the equity markets, this move caused the sixth-largest wealth erosion recorded so far.",-1,3
1261,1.82E+18,Sun Jul 28 08:19:34 +0000 2024,"Where are my taxes going? #Budget2024 #IndianBudget2024

Rs 81,79,386 / - spent on Electrical Works on #ModiSarkar3 swearing in function.

That's 81 LAKHS+ only on ELECTRICAL works.

500% increase from 2014 TOTAL Swearing in cost Rs 17.6 Lakhs only.

https://t.co/z0bZp6eFXA",-1,1
